SKU,SIZE,NAME,SOLD_AT,SOLD_PRICE,CONDITION,SOURCE,GENDER,BRAND,SILHOUETTE,COLORWAY,RETAILPRICE,RELEASEDATE,IS_COLLAB,COLLABORATOR,COLOR,SIZE_VALUE,IS_WIDE,IS_UK,IS_EU
CZ1921-100,11.5,Nike Air Max 96 II Goldenrod (2021),2021-05-10T06:55:39Z,183,is_new,stockx,men,Nike,Air Max 96,White/Black-Midnight Navy,160,26-04-2021,FALSE,None,white,11.5,FALSE,FALSE,FALSE
CZ4627-100,11W,Nike Blazer Mid 77 LX White (Women's),2021-05-10T06:55:45Z,100,is_new,stockx,women,Nike,Blazer,White/Hyper Royal-Black,110,15-10-2020,FALSE,None,white,11,FALSE,FALSE,FALSE
CW2919-100,7.5,Nike Air Force 1 Low '07 Premium Popcorn,2021-05-10T06:55:59Z,165,is_new,stockx,men,Nike,Air Force 1,Coconut Milk/White-University Red,120,10-03-2021,FALSE,None,red,7.5,FALSE,FALSE,FALSE
BV0073-002,8,Nike LD Waffle sacai Black Nylon,2021-05-10T06:56:02Z,279,is_new,stockx,men,Nike,LDWaffle,Black/Black,160,10-03-2020,TRUE,sacai,black,8,FALSE,FALSE,FALSE
CZ1921-100,11.5,Nike Air Max 96 II Goldenrod (2021),2021-05-10T06:56:04Z,178,is_new,stockx,men,Nike,Air Max 96,White/Black-Midnight Navy,160,26-04-2021,FALSE,None,white,11.5,FALSE,FALSE,FALSE
BB550AE1,9.5,New Balance 550 Aime Leon Dore White Red,2021-05-10T06:56:19Z,340,is_new,stockx,men,New Balance,550,White/Red,130,09-10-2020,TRUE,aime leon dore,white,9.5,FALSE,FALSE,FALSE
CZ1921-100,11.5,Nike Air Max 96 II Goldenrod (2021),2021-05-10T06:56:30Z,146,is_new,stockx,men,Nike,Air Max 96,White/Black-Midnight Navy,160,26-04-2021,FALSE,None,white,11.5,FALSE,FALSE,FALSE
575441-029,7Y,Jordan 1 Retro High CO Japan Neutral Grey (GS),2021-05-10T06:58:07Z,183,is_new,stockx,child,Jordan,Air Jordan 1,Neutral Grey/Metallic Silver-White,130,07-08-2020,FALSE,None,white,7,FALSE,FALSE,FALSE
166502C,6.5,Converse UNT1TL3D  Hi Not a Chuck Black,2021-05-10T06:58:18Z,100,is_new,stockx,men,Converse,Chuck 70,Black/White-Bold Mandarin,70,20-07-2019,FALSE,None,black,6.5,FALSE,FALSE,FALSE
161577C,5.5,Converse One Star Ox Vintage White,2021-05-10T06:58:19Z,102,is_new,stockx,men,Converse,One Star,White/White-White,75,01-01-2018,FALSE,None,white,5.5,FALSE,FALSE,FALSE
CT2858-200,9.5,Nike Air Force 1 Low Gore-Tex Medium Olive,2021-05-10T06:59:07Z,114,is_new,stockx,men,Nike,Air Force 1,Medium Olive/Sail-Seal Brown-Deepest Green,150,09-10-2020,FALSE,None,green,9.5,FALSE,FALSE,FALSE
CZ1921-100,10,Nike Air Max 96 II Goldenrod (2021),2021-05-10T06:59:37Z,125,is_new,stockx,men,Nike,Air Max 96,White/Black-Midnight Navy,160,26-04-2021,FALSE,None,white,10,FALSE,FALSE,FALSE
AA3830-002,8,Nike Air Presto Off-White Black (2018),2021-05-10T06:59:50Z,800,is_new,stockx,men,Nike,Air Presto,Black/White-Cone,160,27-07-2018,TRUE,virgil abloh,black,8,FALSE,FALSE,FALSE
CJ6779-100,9.5,Nike Air Max 90 Laser Blue (2020),2021-05-10T07:00:34Z,105,is_new,stockx,men,Nike,Air Max 90,White/Black-Grey Fog-Laser Blue,120,02-10-2020,FALSE,None,white,9.5,FALSE,FALSE,FALSE
719864-010,9,Jordan 4 Retro 11Lab4 Black,2021-05-10T07:01:41Z,425,is_new,stockx,men,Jordan,Air Jordan 4,Black/White,250,25-04-2015,FALSE,None,black,9,FALSE,FALSE,FALSE
EG6860,8,adidas Yeezy Boost 700 V2 Geode,2021-05-10T07:01:56Z,410,is_new,stockx,men,adidas,Yeezy Boost 700,Geode/Geode/Geode,300,23-03-2019,TRUE,kanye west,grey,8,FALSE,FALSE,FALSE
819171-001,9.5,Jordan 5 Retro Low Alternate 90,2021-05-10T07:02:47Z,463,is_new,stockx,men,Jordan,Air Jordan 5,Black/Gym Red-Metallic Hematite,175,30-01-2016,FALSE,None,black,9.5,FALSE,FALSE,FALSE
849559-004,8,Nike Air Max 2017 Triple Black,2021-05-10T07:03:37Z,160,is_new,stockx,men,Nike,Air Max 2017,Black/Black-Black,190,01-01-2017,FALSE,None,black,8,FALSE,FALSE,FALSE
CD6109-100,9.5,Jordan Delta SP Jade Aura,2021-05-10T07:04:32Z,107,is_new,stockx,men,Jordan,Jordan Delta,Sail/Jade Aura-Spruce Aura-Sail,150,09-05-2020,FALSE,None,cream,9.5,FALSE,FALSE,FALSE
FU7613,10,adidas Adilette 2 Pharrell Blue,2021-05-10T07:04:35Z,87,is_new,stockx,men,adidas,Adilette,Supplier Colour/Supplier Colour/Supplier Colour,90,01-09-2019,FALSE,None,green,10,FALSE,FALSE,FALSE
DC1411-001,9,Nike Air Max 2 CB 94 Triple Black (2020),2021-05-10T07:04:41Z,342,is_new,stockx,men,Nike,Air Max 2 CB 94,Black/Black-Black,160,01-10-2020,FALSE,None,black,9,FALSE,FALSE,FALSE
MS327LAB,8,New Balance 327 Grey,2021-05-10T07:04:58Z,201,is_new,stockx,men,New Balance,327,Grey/White,100,08-05-2020,FALSE,None,grey,8,FALSE,FALSE,FALSE
CU1727-700,11.5,Nike Dunk Low Brazil (2020),2021-05-10T07:05:13Z,399,is_new,stockx,men,Nike,Dunk,Varsity Maize/Pine Green-White,100,21-05-2020,FALSE,None,yellow,11.5,FALSE,FALSE,FALSE
F36125,6,adidas Ultra Boost 4.0 Core Black Cloud White (Women's),2021-05-10T07:05:24Z,151,is_new,stockx,women,adidas,UltraBoost,Core Black/Core Black/Cloud White,180,01-01-2018,FALSE,None,black,6,FALSE,FALSE,FALSE
536737-W2FA1-9010,41,Balenciaga Triple S Allover Logo White,2021-05-10T07:05:36Z,874,is_new,stockx,men,Balenciaga,Balenciaga Triple S,White,995,21-03-2022,FALSE,None,white,41,FALSE,FALSE,TRUE
CU1727-100,11.5,Nike Dunk Low SP St. John's (2020/2023),2021-05-10T07:05:39Z,440,is_new,stockx,men,Nike,Dunk,White/University Red,100,01-07-2020,FALSE,None,red,11.5,FALSE,FALSE,FALSE
DC8332-100,3,Nike Air Max 90 Infrared (2020) (PS),2021-05-10T07:05:44Z,95,is_new,stockx,preschool,Nike,Air Max 90,White/Black-Cool Grey-Radiant Red,80,09-11-2020,FALSE,None,white,3,FALSE,FALSE,FALSE
942843-010,9.5W,Nike Air VaporMax 2 Vast Grey Metallic Gold (Women's),2021-05-10T07:05:48Z,85,is_new,stockx,women,Nike,Air VaporMax,Vast Grey/Metallic Gold-Pure Platinum,190,11-11-2018,FALSE,None,grey,9.5,FALSE,FALSE,FALSE
CK3022-005,9.5,Jordan 1 Low Black Active Fuchsia,2021-05-10T07:06:06Z,117,is_new,stockx,men,Jordan,Air Jordan 1,Black/Active Fuchsia-White-Black,100,01-05-2020,FALSE,None,white,9.5,FALSE,FALSE,FALSE
AO2115-800,9,Nike Zoom Fly Mercurial Off-White Total Orange,2021-05-10T07:06:42Z,295,is_new,stockx,men,Nike,Zoom Fly,Total Orange/White-Volt,200,14-06-2018,TRUE,virgil abloh,orange,9,FALSE,FALSE,FALSE
921948-100,10,Nike Air More Uptempo Triple White,2021-05-10T07:06:42Z,254,is_new,stockx,men,Nike,Air More Uptempo,White/White-White,160,26-05-2017,FALSE,None,white,10,FALSE,FALSE,FALSE
AJ6910-003,6W,Nike Air VaporMax Flyknit 3 Throwback Future (Women's),2021-05-10T07:06:43Z,123,is_new,stockx,women,Nike,Air VaporMax,Black/Blue Lagoon-Laser Fuchsia-Metallic Silver,190,21-03-2019,FALSE,None,purple,6,FALSE,FALSE,FALSE
CU1726-101,11.5,Nike Dunk Low SP Syracuse (2020/2022),2021-05-10T07:06:44Z,820,is_new,stockx,men,Nike,Dunk,White/Orange,100,14-03-2020,FALSE,None,white,11.5,FALSE,FALSE,FALSE
DD3054-001,11.5,Nike Air VaporMax EVO NRG Air Max Day Mashup (2021),2021-05-10T07:07:29Z,233,is_new,stockx,men,Nike,Air VaporMax EVO,White/Black/Multicolor,200,25-02-2021,FALSE,None,white,11.5,FALSE,FALSE,FALSE
AV3922-002,10,Jordan Legacy 312 Wolf Grey,2021-05-10T07:08:08Z,133,is_new,stockx,men,Jordan,Jordan Legacy 312,Wolf Grey/Light Graphite-Sail,150,01-01-2019,FALSE,None,grey,10,FALSE,FALSE,FALSE
CZ3624-001,11,Nike Air Max 95 NRG LeBron Lakers,2021-05-10T07:08:17Z,250,is_new,stockx,men,Nike,Air Max 95,Black/White-Amarillo-Court Purple,200,26-04-2021,FALSE,None,black,11,FALSE,FALSE,FALSE
CU6312-100,9,Nike Air Force 1 Low Rose White,2021-05-10T07:08:45Z,143,is_new,stockx,men,Nike,Air Force 1,White/White/University Red-Pine Green,120,25-02-2021,FALSE,None,white,9,FALSE,FALSE,FALSE
DC1420-700,5.5Y,Jordan 1 Mid Metallic Gold Black White (GS),2021-05-10T07:09:46Z,104,is_new,stockx,child,Jordan,Air Jordan 1,Metallic Gold/Black-White-Black,100,30-11-2020,FALSE,None,black,5.5,FALSE,FALSE,FALSE
CT2868-001,10,Nike Air VaporMax Evo Midnight Navy,2021-05-10T07:09:59Z,160,is_new,stockx,men,Nike,Air VaporMax EVO,Anthracite/Tech Grey-White-Midnight Navy,200,26-03-2021,FALSE,None,grey,10,FALSE,FALSE,FALSE
CW1765-400,10,Nike Air VaporMax 2020 Flyknit Obsidian,2021-05-10T07:10:53Z,151,is_new,stockx,men,Nike,Air VaporMax,Obsidian/Barely Volt/Anthracite/Siren Red,220,26-12-2020,FALSE,None,blue,10,FALSE,FALSE,FALSE
BV1127-001,7.5,Nike Shox TL Triple Black,2021-05-10T07:11:16Z,266,is_new,stockx,men,Nike,Shox TL,Black/Black-Black,170,21-03-2019,FALSE,None,black,7.5,FALSE,FALSE,FALSE
729893-480,8,Jordan 8 Retro Doernbecher,2021-05-10T07:11:34Z,1748,is_new,stockx,men,Jordan,Air Jordan 8,Hyper Blue-Electro Orange-Black,190,23-11-2014,FALSE,None,blue,8,FALSE,FALSE,FALSE
CW2787-600,11,Nike Benassi Stussy Habanero Red,2021-05-10T07:12:26Z,49,is_new,stockx,men,Nike,Benassi,Habanero Red/White-Habanero Red,35,30-07-2020,TRUE,stüssy,red,11,FALSE,FALSE,FALSE
3024032-001,9,Under Armour Curry 8 Tie Dye Black,2021-05-10T07:13:31Z,164,is_new,stockx,men,Under Armour,Under Armour Curry 8,Black/White-White,160,11-12-2020,FALSE,None,black,9,FALSE,FALSE,FALSE
315115-038/DD8959-001,7W,Nike Air Force 1 Low 07 Black (Women's),2021-05-10T07:13:42Z,200,is_new,stockx,women,Nike,Nike Air Force 1 Low 07,Black/Black-Black,90,01-01-2019,FALSE,None,black,7,FALSE,FALSE,FALSE
3024032-001,8.5,Under Armour Curry 8 Tie Dye Black,2021-05-10T07:14:15Z,159,is_new,stockx,men,Under Armour,Under Armour Curry 8,Black/White-White,160,11-12-2020,FALSE,None,black,8.5,FALSE,FALSE,FALSE
AO4568-102,14,Nike ZoomX Vaporfly Next% White Hyper Jade Flash Crimson,2021-05-10T07:14:25Z,300,is_new,stockx,men,Nike,ZoomX Vaporfly NEXT%,White/Black-Hyper Jade-Flash Crimson,250,13-08-2020,FALSE,None,white,14,FALSE,FALSE,FALSE
G55351,7.5,Reebok Question Low BBC Ice Cream Running Dog Yellow Purple,2021-05-10T07:14:33Z,199,is_new,stockx,men,Reebok,Question,Yellow/Purple/Purple,130,06-11-2020,FALSE,None,purple,7.5,FALSE,FALSE,FALSE
EG7825,9,adidas Adilette 2 Pharrell Yellow,2021-05-10T07:14:39Z,105,is_new,stockx,men,adidas,Adilette,Bold Gold/Bold Gold/Bold Gold,90,01-09-2019,FALSE,None,yellow,9,FALSE,FALSE,FALSE
CD0917-300,9.5,Nike Air Max 90 Viotech,2021-05-10T07:14:43Z,139,is_new,stockx,men,Nike,Air Max 90,Lucid Green/Game Royal,140,25-07-2019,FALSE,None,blue,9.5,FALSE,FALSE,FALSE
CV0152-401,6.5W,Jordan 1 Mid Sisterhood (Women's),2021-05-10T07:15:32Z,200,is_new,stockx,women,Jordan,Air Jordan 1,Game Royal/Black-White,125,15-10-2020,FALSE,None,blue,6.5,FALSE,FALSE,FALSE
DD8496-161,9.5,Nike Air Max 90 The Future is in the Air,2021-05-10T07:16:35Z,87,is_new,stockx,men,Nike,Air Max 90,White/Infrared/Blue,140,07-01-2021,FALSE,None,blue,9.5,FALSE,FALSE,FALSE
CZ3589-100,11,Nike Blazer Mid READYMADE White,2021-05-10T07:16:45Z,269,is_new,stockx,men,Nike,Blazer,White/Vast Grey/Volt/Total Orange,160,27-02-2021,FALSE,None,white,11,FALSE,FALSE,FALSE
DD8877-100,9,Nike Air Zoom Alphafly Next% 01:59:40,2021-05-10T07:19:18Z,258,is_new,stockx,men,Nike,Air Zoom Alphafly Next%,White/Black-Pink-Sail,250,17-09-2020,FALSE,None,white,9,FALSE,FALSE,FALSE
DH4102-200,8.5,Nike Air Max 95 PRM Grain,2021-05-10T07:19:23Z,175,is_new,stockx,men,Nike,Air Max 95,Grain/Black-Beach-Coconut Milk,180,20-01-2021,FALSE,None,black,8.5,FALSE,FALSE,FALSE
AH8050-003,8.5,Nike Air Max 270 Light Bone Hot Punch,2021-05-10T07:19:40Z,146,is_new,stockx,men,Nike,Air Max 270,Black/Light Bone-Hot Punch-White,150,02-03-2018,FALSE,None,white,8.5,FALSE,FALSE,FALSE
512176-W09O1-1000,40,Balenciaga Triple S Triple Black (2018 Reissue) (Pre-Distressed),2021-05-10T07:20:47Z,861,is_new,stockx,men,Balenciaga,Balenciaga Triple S,Black/Black,795,21-09-2017,FALSE,None,black,40,FALSE,FALSE,TRUE
GZ3088,4,adidas ZX 8000 Sean Wotherspoon Superearth,2021-05-10T07:20:56Z,179,is_new,stockx,men,adidas,ZX 8000,Supplier Colour/Supplier Colour/Supplier Colour,140,16-04-2021,TRUE,None,green,4,FALSE,FALSE,FALSE
AH6789-100,6.5W,Nike Air Max 270 White Black (Women's),2021-05-10T07:21:03Z,129,is_new,stockx,women,Nike,Air Max 270,White/Black-White,150,02-03-2018,FALSE,None,white,6.5,FALSE,FALSE,FALSE
CQ7308-700,11,Nike Air Force 1 Low N7 Pendleton (2019),2021-05-10T07:21:39Z,136,is_new,stockx,men,Nike,Air Force 1,Orange/Maize-Gum,120,07-11-2019,FALSE,None,orange,11,FALSE,FALSE,FALSE
CW2359-100,9.5,Nike Air Max 95 Country Pack Korea,2021-05-10T07:22:22Z,122,is_new,stockx,men,Nike,Air Max 95,White/Black-Royal Tint-Racer Pink,180,28-03-2020,FALSE,None,white,9.5,FALSE,FALSE,FALSE
315123-111/CW2289-111,12,Nike Air Force 1 Mid White '07,2021-05-10T07:22:38Z,103,is_new,stockx,men,Nike,Nike Air Force 1 Mid '07,White/White,95,01-01-2016,FALSE,None,white,12,FALSE,FALSE,FALSE
CI7538-001,11.5,Nike Air Max 97 Golf Silver Bullet,2021-05-10T07:22:45Z,255,is_new,stockx,men,Nike,Air Max 97,Metallic Silver/Varsity Red-White-Black,180,16-01-2020,FALSE,None,red,11.5,FALSE,FALSE,FALSE
DC0588-600,9.5,Kyrie 7 'Icons of Sport',2021-05-10T07:23:12Z,178,is_new,stockx,men,Nike,Kyrie 7,University Red/Black/Fierce Purple,140,11-11-2020,FALSE,None,red,9.5,FALSE,FALSE,FALSE
CU9225-001,9.5,Nike Air Force 1 Low Supreme Black,2021-05-10T07:23:15Z,160,is_new,stockx,men,Nike,Air Force 1,Black/Black-Black,96,05-03-2020,TRUE,supreme,black,9.5,FALSE,FALSE,FALSE
DD4889-006/DD4888-006,11,Jordan Why Not Zer0.4 Marathon,2021-05-10T07:23:25Z,135,is_new,stockx,men,Jordan,Jordan Why Not Zer0.4,Black/Volt/Opti Yellow-University Red,130,26-04-2021,FALSE,None,black,11,FALSE,FALSE,FALSE
315123-111/CW2289-111,9.5,Nike Air Force 1 Mid White '07,2021-05-10T07:23:49Z,122,is_new,stockx,men,Nike,Nike Air Force 1 Mid '07,White/White,95,01-01-2016,FALSE,None,white,9.5,FALSE,FALSE,FALSE
DD0338-300,11,Nike Air Max Pre-Day Light Liquid Lime,2021-05-10T07:23:51Z,151,is_new,stockx,men,Nike,Air Max Pre-Day,Light Liquid Lime/Black-Pistachio Frost,130,26-03-2021,FALSE,None,green,11,FALSE,FALSE,FALSE
322992-071,10.5,Jordan 6 Rings Bred (2013),2021-05-10T07:24:10Z,200,is_new,stockx,men,Jordan,Jordan 6 Rings,Black/Varsity Red-White,160,30-11-2013,FALSE,None,black,10.5,FALSE,FALSE,FALSE
CW5992-100,8W,Jordan MA2 Women in Power (Women's),2021-05-10T07:24:16Z,160,is_new,stockx,women,Jordan,Jordan MA2,White/University Red-Black-Purple Nebula,150,11-03-2021,FALSE,None,white,8,FALSE,FALSE,FALSE
CU1727-700,9,Nike Dunk Low Brazil (2020),2021-05-10T07:24:52Z,375,is_new,stockx,men,Nike,Dunk,Varsity Maize/Pine Green-White,100,21-05-2020,FALSE,None,yellow,9,FALSE,FALSE,FALSE
DC1160-100,6W,Nike Air Force 1 Low Pixel Summit White (Women's),2021-05-10T07:24:59Z,341,is_new,stockx,women,Nike,Air Force 1,Summit White/Summit White,175,06-12-2020,FALSE,None,white,6,FALSE,FALSE,FALSE
315122-001/CW2288-001,8.5,Nike Air Force 1 Low '07 Black Black,2021-05-10T07:25:01Z,102,is_new,stockx,men,Nike,Nike Air Force 1 Low '07,Black/Black,90,22-09-2017,FALSE,None,black,8.5,FALSE,FALSE,FALSE
924464-001,11,Nike Air Humara 17 Supreme Black,2021-05-10T07:25:17Z,290,is_new,stockx,men,Nike,Air Humara,Black/Black,170,26-10-2017,TRUE,supreme,black,11,FALSE,FALSE,FALSE
DD6620-001,8.5W,Nike Dunk Low Disrupt Pale Ivory Black (Women's),2021-05-10T07:26:05Z,193,is_new,stockx,women,Nike,Dunk,Pale Ivory/Black,110,25-02-2021,FALSE,None,cream,8.5,FALSE,FALSE,FALSE
DC0774-004,7.5W,Jordan 1 Low Black Siren Red (Women's),2021-05-10T07:26:38Z,163,is_new,stockx,women,Jordan,Air Jordan 1,Black/Siren Red-White,90,04-01-2021,FALSE,None,red,7.5,FALSE,FALSE,FALSE
679083-107,12,Nike Air Trainer Huarache White Regency Purple Amarillo,2021-05-10T07:27:13Z,113,is_new,stockx,men,Nike,Huarache Trainer,White/Regency Purple-Amarillo,115,25-01-2019,FALSE,None,white,12,FALSE,FALSE,FALSE
CU4635-100,8,Nike Air Force 1 Low Crayon White Multi (TD),2021-05-10T07:27:18Z,136,is_new,stockx,toddler,Nike,Air Force 1,White/Hyper Blue-Neptune Green-Multi-Color,55,25-01-2020,FALSE,None,white,8,FALSE,FALSE,FALSE
1191A254-002,6,ASICS Gel-DS Trainer Vivienne Westwood,2021-05-10T07:27:42Z,130,is_new,stockx,men,ASICS,Gel DS,Black/Grey,160,16-08-2019,FALSE,None,black,6,FALSE,FALSE,FALSE
CJ5290-400,5,Nike Air Force 1 Low CLOT Blue Silk,2021-05-10T07:27:59Z,344,is_new,stockx,men,Nike,Air Force 1,University Blue/White-Gum,250,11-11-2019,TRUE,clot,blue,5,FALSE,FALSE,FALSE
CU2708-901,9W,Jordan Modero 2 VP Multi-Color (Women's),2021-05-10T07:28:43Z,103,is_new,stockx,women,Jordan,Jordan Modero 2,Multi-Color/White-Gym Red,60,01-05-2020,FALSE,None,white,9,FALSE,FALSE,FALSE
CW3812-400,10.5,Nike Air Force 1 High Just Don All-Star Blue,2021-05-10T07:28:57Z,550,is_new,stockx,men,Nike,Air Force 1,University Blue,200,15-02-2020,FALSE,None,blue,10.5,FALSE,FALSE,FALSE
CT8532-104,9,Jordan 3 Retro UNC (2020),2021-05-10T07:29:05Z,440,is_new,stockx,men,Jordan,Air Jordan 3,White/Valor Blue-Tech Grey,190,07-03-2020,FALSE,None,white,9,FALSE,FALSE,FALSE
815810-900,14,Nike Kobe 10 Elite High What the,2021-05-10T07:29:05Z,302,is_new,stockx,men,Nike,Kobe 10,Multi-Color/Reflective Silver,260,30-12-2015,TRUE,kobe bryant,white,14,FALSE,FALSE,FALSE
921826-201,10,Nike Air Max 97 Shipping Box Ale Brown,2021-05-10T07:29:23Z,181,is_new,stockx,men,Nike,Air Max 97,Ale Brown/Black-Elemental Gold,160,01-12-2018,FALSE,None,brown,10,FALSE,FALSE,FALSE
FV8425,8,adidas Yeezy Slide Earth Brown,2021-05-10T07:29:37Z,257,is_new,stockx,men,adidas,Yeezy Slides,Earth Brown/Earth Brown/Earth Brown,55,16-04-2020,TRUE,kanye west,brown,8,FALSE,FALSE,FALSE
AA3963-200,7W,Nike Air Foamposite One Particle Beige (Women's),2021-05-10T07:30:37Z,311,is_new,stockx,women,Nike,Air Foamposite,Particle Beige/Particle Beige-White,230,25-05-2018,FALSE,None,pink,7,FALSE,FALSE,FALSE
BQ6832-001,12,Nike SB Dunk Low Raygun Tie-Dye Black,2021-05-10T07:31:29Z,364,is_new,stockx,men,Nike,Dunk SB,Black/Black-Orange Flash,100,28-12-2019,FALSE,None,black,12,FALSE,FALSE,FALSE
555088-140,7,Jordan 1 Retro High Obsidian UNC,2021-05-10T07:32:33Z,660,is_new,stockx,men,Jordan,Air Jordan 1,Sail/Obsidian-University Blue,160,31-08-2019,FALSE,None,blue,7,FALSE,FALSE,FALSE
CV1635-001,10,Nike Air Max 95 Retro Logo Grey Aqua,2021-05-10T07:32:37Z,157,is_new,stockx,men,Nike,Air Max 95,Grey/Aqua-Black,170,27-01-2020,FALSE,None,black,10,FALSE,FALSE,FALSE
567720C,6.5W,Converse CPX70 Zebra (Women's),2021-05-10T07:32:46Z,111,is_new,stockx,women,Converse,CPX70,Egret/Black-Total Orange,110,22-06-2020,FALSE,None,orange,6.5,FALSE,FALSE,FALSE
DC9533-800,7.5,Jordan 4 Retro Union Guava Ice,2021-05-10T07:33:27Z,1336,is_new,stockx,men,Jordan,Air Jordan 4,Guava Ice/Light Bone-Brigade Blue-Light Fusion Red,250,29-08-2020,TRUE,union la,white,7.5,FALSE,FALSE,FALSE
CT8480-001,8.5,Jordan 5 Retro Off-White Muslin,2021-05-10T07:33:47Z,730,is_new,stockx,men,Jordan,Air Jordan 5,Black/Muslin-Fire Red,225,15-02-2020,TRUE,virgil abloh,black,8.5,FALSE,FALSE,FALSE
CJ6200-001/BV7406-001,9.5,Nike Air Max 2 Light Atmos,2021-05-10T07:33:54Z,163,is_new,stockx,men,Nike,Nike Air Max 2 Light,Black/Bright Crimson,160,05-04-2019,TRUE,None,black,9.5,FALSE,FALSE,FALSE
555088-062,13,Jordan 1 Retro High Bloodline,2021-05-10T07:34:18Z,285,is_new,stockx,men,Jordan,Air Jordan 1,Black/Gym Red-White,160,29-11-2019,FALSE,None,black,13,FALSE,FALSE,FALSE
CD6105-101,11,Jordan Max 200 Triple White,2021-05-10T07:36:28Z,109,is_new,stockx,men,Jordan,Jordan Air Max 200,White/Metallic Silver,125,28-05-2020,FALSE,None,white,11,FALSE,FALSE,FALSE
CU1816-100,12,Nike Air Max 90 NRG Bacon (2021),2021-05-10T07:37:08Z,237,is_new,stockx,men,Nike,Air Max 90,Sail-Sheen-Straw-Medium Brown,140,26-03-2021,FALSE,None,brown,12,FALSE,FALSE,FALSE
604133-050,13,Nike Air Max Plus Triple Black,2021-05-10T07:37:16Z,153,is_new,stockx,men,Nike,Air Max Plus,Black/Black-Black,150,20-12-2017,FALSE,None,black,13,FALSE,FALSE,FALSE
CV1889-001,10,Nike Air Zoom Tempo Next% FlyEase Black White Volt,2021-05-10T07:38:06Z,215,is_new,stockx,men,Nike,Air Zoom Tempo NEXT%,Black/White-Volt,200,01-10-2020,FALSE,None,black,10,FALSE,FALSE,FALSE
B42200,10,adidas NMD R1 Black Gum (2018/2020),2021-05-10T07:38:15Z,86,is_new,stockx,men,adidas,NMD Runner,Core Black/Core Black/Gum,130,01-06-2018,FALSE,None,black,10,FALSE,FALSE,FALSE
FV7917,8.5,adidas Speedfactory AM4 Thanos,2021-05-10T07:38:48Z,80,is_new,stockx,men,adidas,Speedfactory,Black/Black,150,26-04-2019,FALSE,None,black,8.5,FALSE,FALSE,FALSE
G54784,8,adidas Ultra Boost 4.0 Bape Camo Black,2021-05-10T07:39:22Z,220,is_new,stockx,men,adidas,UltraBoost,BLACK/CLOUD WHITE/CORE BLACK,250,02-02-2019,TRUE,bathing ape,green,8,FALSE,FALSE,FALSE
CQ6566-700,10W,Nike Air Force 1 Low Metallic Gold (Women's),2021-05-10T07:39:52Z,132,is_new,stockx,women,Nike,Air Force 1,Metallic Gold/White-Club Gold,150,13-12-2019,FALSE,None,white,10,FALSE,FALSE,FALSE
DD7117-100,10,Nike Air Force 1 Low Valentine's Day (2021),2021-05-10T07:40:08Z,156,is_new,stockx,men,Nike,Air Force 1,White/Cream/Red,110,06-02-2021,FALSE,None,cream,10,FALSE,FALSE,FALSE
FW6095,11,adidas Stan Smith Superstar White Black,2021-05-10T07:40:08Z,78,is_new,stockx,men,adidas,Stan Smith,Footwear White/Core Black/Off-White,110,29-06-2020,FALSE,None,white,11,FALSE,FALSE,FALSE
318429-111,9,Nike Air Huarache White Platinum,2021-05-10T07:40:13Z,107,is_new,stockx,men,Nike,Air Huarache,White/White-Pure Platnium,140,04-05-2014,FALSE,None,white,9,FALSE,FALSE,FALSE
AA2517-107,11,Jordan Hydro 7 Sail Gold,2021-05-10T07:40:31Z,125,is_new,stockx,men,Jordan,Jordan Hydro Slide,Sail/Metallic Gold,50,01-01-2018,FALSE,None,white,11,FALSE,FALSE,FALSE
378039-061,13C,Jordan 11 Retro Playoffs Bred (2019) (PS),2021-05-10T07:40:37Z,138,is_new,stockx,preschool,Jordan,Air Jordan 11,Black/White-Varsity Red,90,14-12-2019,FALSE,None,black,13,FALSE,FALSE,FALSE
727133-110,9.5,Jordan XX9 BHM,2021-05-10T07:40:51Z,210,is_new,stockx,men,Jordan,Air Jordan 29,White/Black,225,17-01-2015,FALSE,None,white,9.5,FALSE,FALSE,FALSE
CT5063-100,10.5,Nike Air VaporMax 360 Bubble Pack White,2021-05-10T07:40:57Z,146,is_new,stockx,men,Nike,Air VaporMax 360,Summit White/Black-Platinum Tint-White,210,29-02-2020,FALSE,None,white,10.5,FALSE,FALSE,FALSE
BV6348-300,6,Nike ACG Terra Antarktik GORE-TEX Juniper Fog,2021-05-10T07:44:10Z,188,is_new,stockx,men,Nike,Air Terra Antarktik,Juniper Fog/Jade Stone-Black,220,24-01-2020,FALSE,None,grey,6,FALSE,FALSE,FALSE
314194-117,8C,Nike Air Force 1 Triple White (TD),2021-05-10T07:44:24Z,60,is_new,stockx,toddler,Nike,Air Force 1,White/White,45,22-06-2020,FALSE,None,white,8,FALSE,FALSE,FALSE
FY0383,12,adidas Ultra Boost 21 Crystal White Hazy Green,2021-05-10T07:44:56Z,120,is_new,stockx,men,adidas,UltraBoost 21,Crystal White/Crystal White-Hazy Green,180,17-04-2021,FALSE,None,white,12,FALSE,FALSE,FALSE
CK8439-160,10.5,Nike Phantom GT Elite FG White Black Pink Blast,2021-05-10T07:44:57Z,190,is_new,stockx,men,Nike,Phantom GT,White/Black-Pink Blast,250,03-08-2020,FALSE,None,pink,10.5,FALSE,FALSE,FALSE
